record_type,product_ticker,product_name,issuer,exchange,benchmark_index_name,index_provider,theme,region,methodology_url,holdings_url,holdings_file_type,holdings_update_frequency,rebalance_frequency,reconstitution_frequency,rebalance_months,announcement_source,aum,management_fee,number_of_holdings,max_weight_rules,liquidity_rules,market_cap_rules,weighting_scheme,asx_exposure_flag,current_asx_holdings_count,historical_data_available_flag
index,INDEX:MVRARE,MVIS Global Rare Earth/Strategic Metals Index,,,MVIS Global Rare Earth/Strategic Metals Index,MarketVector,rare_earths_strategic_metals,Global,https://www.marketvector.com/,,manual,quarterly,quarterly,quarterly,"3,6,9,12",https://www.marketvector.com/,,,,8% cap,min ADV US$1m,,modified-market-cap,True,,False
